-3.5,0.00023234199186932425,0.000241223170882015367,0.00025041977256988679,0.000259942047172120756,0.000269800541628552638,0.000280006106851416118,0.000290569905130123322,0.000301503417670003242,0.000312818452265872485,0.000324527151111260771
-3.4,0.000336641998744059594,0.000349175830129306005,0.000362141838879754523,0.000375553585614828805,0.000389425006458480636,0.000403770421676417306,0.000418604544453089213,0.000433942489808757643,0.00044979978365688826,0.000466192372002038466
-3.3,0.000483136630278326868,0.000500649372828490288,0.000518747862523448205,0.000537449820522206075,0.000556773436171837734,0.000576737377047193034,0.000597360799129879709,0.0006186633571259687,0.000640665214921769176,0.000663387056176913823
-3.2,0.00068685009505388617,0.000711076087083010012,0.000736087340161806439,0.000761906725687506214,0.000788557689821384775,0.00081606426488346351,0.00084445108087599446,0.000873743377134016112,0.000903967014101135556,0.000935148485228556872
-3.1,0.000967314928995237405,0.00100049414104691237,0.00103471458645158421,0.00107000541206892624,0.00110639645903090041,0.00114391827533073645,0.00118260212851726459,0.00122248001849143586,0.00126358469040170356,0.00130594964763477612
-3,0.00134960916489808588,0.00139459830139014977,0.00144095291405482749,0.0014887096709153093,0.00153790606448349006,0.00158858042524020873,0.00164077193518165238,0.00169452064142704172,0.00174986746988253147,0.0018068542389560726
-2.9,0.00186552367331779614,0.00192591941770028819,0.00198808605073293547,0.00205206909880432736,0.0021179150499465069,0.00218567136773466756,0.00225538650519569646,0.00232710991871876671,0.00240089208196098383,0.00247678449974089101
-2.8,0.00255483972191243913,0.0026351113572118264,0.00271765408706941202,0.00280252367937870741,0.00288977700221424755,0.00297947203748994414,0.00307166789454932173,0.00316642482367883814,0.00326380422953529066,0.00336386868447811134
-2.7,0.00346668194179715671,0.00357230894882640106,0.00368081585993374716,0.00379227004937697519,0.00390674012401565853,0.00402429593586868559,0.00414500859450683911,0.00426895047926969975,0.00439619525129595754,0.00452681786535603563
-2.6,0.0046608945814757537,0.00479850297633958578,0.00493972195446189645,0.00508463175911437376,0.00523331398299771528,0.00538585157864546537,0.00554232886854774812,0.00570283155498249256,0.00586744672954160161,0.00603626288233937807
-2.5,0.00620936991089038855,0.00638685912864381667,0.00656882327316123712,0.00675535651392462548,0.00694655445976130979,0.00714251416587246765,0.00734333414045167689,0.00754913518030692498,0.00775997757019841819,0.00797598454120760595
-2.4,0.00819726047115502404,0.00842391121731959575,0.00865604412030970778,0.00889376800742785259,0.00913719319551486113,0.00938643149325972488,0.00964159620296099674,0.00990280212172575435,0.0101701655420921183,0.0104438042520613326
-2.3,0.0107238375345254443,0.0110103861660766539,0.0113035724151844597,0.0116035200397267765,0.0119103542838612799,0.0122242018742233103,0.012545191015436764,0.0128734513849245024,0.01320911412700493,0.0135523118462615201
-2.2,0.0139031786001722078,0.0142618498909857257,0.0146284626568321227,0.0150031552620548877,0.0153860674867522905,0.0157773405155157588,0.0161771169253533277,0.0165855406727864315,0.0170027570801085512,0.0174289128207944904
-2.1,0.0178641559040493252,0.0183086356584863579,0.0187625027149237057,0.0192259089882894675,0.0196990076586257391,0.0201819531511820899,0.0206749011155894642,0.0211780084041058447,0.0216914330489253937,0.0222153342385431853
-2,0.0227498722931680507,0.0232952086391764852,0.0238515057826009976,0.0244189272816467374,0.0249976377182307017,0.0255878026685382938,0.0261895886725925029,0.0268031632028314774,0.0274286946316907774,0.0280663521981871281
-1.9,0.0287163059735010323,0.0293787268255561608,0.0300537863825940008,0.0307416569957428276,0.0314425117005806519,0.0321565241776924002,0.0328838687122221974,0.0336247201524222468,0.0343792538672004414,0.0351476457026694793
-1.8,0.0359300719377009206,0.0367267092384882809,0.0375377346121239383,0.0383633253591953136,0.0392036590254064709,0.0400589133522319954,0.0409292662266107066,0.0418148956296874857,0.0427159795846122185,0.0436326961034055809
-1.7,0.0445652231329021366,0.0455137384997819495,0.0464784198547026661,0.0474594446155447705,0.0484569899097834669,0.0494712325160014092,0.0505023488045572467,0.0515505146774257314,0.0526159055072258865,0.053698696075454503
-1.6,0.0547990605099430047,0.0559171722215564781,0.0570532038401544345,0.0582073271498336369,0.0593797130234740824,0.0605705313566099933,0.0617799510006484239,0.0630081396954588434,0.0642552640013578042,0.0655214892305135458
-1.5,0.0668069793777961189,0.0681118970510993475,0.069436403401161667,0.070780658050913592,0.0721448190243802719,0.0735290426751682877,0.0749334836145665308,0.0763582946392916815,0.0778036266589094627,0.0792696286229635017
